고객해시,첫방문일,최근방문일,방문횟수,누적결제액,식별채널
c1f5e8fa261,2026-07-27,2026-08-31,4,103000,POS회원
c56d8de1d12,2026-02-14,2026-02-14,1,28100,배달재주문
c8e532dc294,2025-09-11,2025-09-11,1,23200,POS회원
cc5cd7cd963,2026-03-17,2026-03-17,1,19700,배달재주문
cfd47cbdfca,2025-10-05,2026-04-18,3,63200,멤버십
c34c21b698f,2025-11-04,2025-12-15,6,164200,배달재주문
c6c3c6a753d,2026-02-09,2026-02-09,1,28200,예약
ca3b6b93586,2026-07-20,2026-07-20,1,22800,배달재주문
cdb3108eb24,2025-12-06,2025-12-06,1,19100,멤버십
c12ab580303,2026-03-12,2026-03-14,4,84500,예약
c4a25a73771,2025-12-02,2025-12-02,1,21700,POS회원
c819ff682cb,2026-01-15,2026-01-15,1,23700,POS회원
cb91a451879,2026-06-07,2026-06-07,1,28600,예약
cf09494aa44,2026-05-22,2026-05-22,1,19300,POS회원
c280ee43323,2026-06-02,2026-06-02,1,24500,배달재주문
c5f89334d7a,2026-02-04,2026-02-04,1,20600,멤버십
c9703821ad0,2025-11-04,2025-11-04,1,25900,배달재주문
cce7dd11a31,2026-04-27,2026-04-27,1,24200,예약
c05f8219356,2026-07-24,2026-08-31,3,68400,예약
c3d7270727a,2026-03-02,2026-03-02,1,21200,예약
c74ecbf53d5,2026-02-27,2026-02-27,1,28600,POS회원
cac670ef6ae,2025-10-31,2025-12-04,7,179400,배달재주문
ce3e15d2b33,2025-11-29,2025-11-29,1,23500,배달재주문
c1b5bad30fa,2026-01-29,2026-05-17,4,109600,예약
c52d5fcec21,2025-09-27,2025-09-27,1,19800,POS회원
c8a504bfda9,2025-12-20,2026-08-31,5,118100,예약
cc1ca9ade47,2026-01-15,2026-01-15,1,23900,배달재주문
cf944e9c87b,2026-06-30,2026-06-30,1,27900,멤버십
c30bf399702,2026-03-09,2026-03-09,1,20700,예약
c683988cb7f,2026-02-07,2026-02-07,1,24700,예약
c9fb3d758fb,2026-02-27,2026-04-03,5,101000,멤버십
cd72e26c6c7,2026-04-03,2026-04-03,1,19400,멤버십
c0ea8760c68,2025-12-01,2025-12-01,1,27600,배달재주문
c4622c59bbc,2026-05-07,2026-05-07,1,25100,POS회원
c7d9d148324,2026-05-12,2026-05-12,1,27700,멤버십
cb51763f14a,2026-01-10,2026-01-10,1,27100,멤버십
cec91b231c7,2026-07-13,2026-07-13,1,21900,멤버십
c240c02e764,2025-11-16,2025-11-16,1,22800,POS회원
c5b8651d289,2026-03-08,2026-03-08,1,26000,예약
c9300a029a7,2026-05-07,2026-08-31,9,258100,POS회원
cca7aef3515,2026-04-20,2026-08-31,5,106100,예약
c01f53f2aac,2025-09-26,2025-10-29,5,128600,배달재주문
c396f8e6f73,2026-07-21,2026-08-31,3,81800,POS회원
c70e9ddf152,2025-12-08,2025-12-08,1,20900,멤버십
ca8642c2055,2025-12-23,2026-03-17,5,119800,배달재주문
cdfde7be998,2025-10-05,2025-10-05,1,19200,멤버십
c1758cb491b,2025-09-24,2025-09-24,1,19300,멤버십
c4ed31a3fe9,2026-03-29,2026-03-29,1,23800,배달재주문
c864d693d45,2026-06-28,2026-08-31,4,91000,멤버십
cbdc7b859b9,2025-10-11,2026-04-27,7,199300,POS회원
cf542073628,2026-02-16,2026-08-31,3,59600,배달재주문
c2cbc578248,2025-12-03,2025-12-03,1,27600,POS회원
c6436a6a920,2025-12-09,2025-12-09,1,20200,예약
c9bb0f5ac0e,2026-03-04,2026-08-31,7,144700,멤버십
cd32b44e478,2026-04-04,2026-04-04,1,20500,배달재주문
c0aa594f6b5,2025-12-18,2026-04-20,3,85000,예약
c421fe35bbc,2025-12-10,2026-01-25,7,151700,멤버십
c799a329e27,2026-05-18,2026-08-31,7,139400,POS회원
cb11481f290,2026-04-24,2026-08-31,3,86400,POS회원
ce88ed0995c,2025-11-16,2025-11-16,1,19700,예약
c200920557d,2026-02-11,2026-07-24,3,80800,POS회원
c57836f1724,2026-07-15,2026-07-15,1,26500,예약
c8efdbeefe5,2025-12-21,2026-01-19,8,174000,멤버십
cc6780d4e86,2026-02-07,2026-08-31,3,84200,예약
cfdf25c333a,2025-09-10,2026-06-16,6,169800,예약
c356cace6ad,2026-05-07,2026-05-07,1,25300,POS회원
c6ce6fb0bbb,2025-09-27,2026-07-07,8,166300,멤버십
ca4614a287e,2026-07-19,2026-08-31,7,133800,POS회원
cdbdb991fd9,2025-09-21,2025-09-21,1,21000,배달재주문
c1355e93f1a,2026-06-02,2026-08-31,3,59100,POS회원
c4ad0381058,2026-04-23,2026-04-23,1,24000,배달재주문
c824a8728f0,2025-09-12,2025-09-12,1,23300,멤버십
cb9c4d6e4ea,2025-10-13,2025-10-13,1,19300,배달재주문
cf13f254886,2025-09-10,2025-09-10,1,27800,멤버십
c28b9750227,2025-09-07,2025-09-07,1,28400,POS회원
c6033c43d61,2026-07-18,2026-08-31,3,78900,배달재주문
c97ae13f66a,2026-07-02,2026-07-12,7,142900,배달재주문
ccf28625a75,2026-07-12,2026-07-12,1,22700,예약
c06a2b29d86,2026-05-19,2026-05-19,1,21200,예약
c3e1d01dd12,2025-11-04,2025-11-04,1,28600,예약
c759750b802,2025-10-22,2025-10-22,1,24300,POS회원
cad119f4fd7,2025-09-04,2026-02-07,5,125700,배달재주문
ce48bee96d6,2025-11-06,2026-01-21,3,58300,배달재주문
c1c063e1e04,2026-03-16,2026-03-16,1,19100,배달재주문
c53808dc2ee,2025-11-06,2026-04-05,3,77700,예약
c8afadc5b82,2026-07-05,2026-07-05,1,21000,멤버십
cc2752befb4,2026-04-08,2026-05-31,4,76500,POS회원
cf9ef7ab75c,2025-10-25,2025-10-25,1,22900,POS회원
c3169ca7306,2026-06-14,2026-08-31,4,84900,배달재주문
c68e4199a51,2025-10-10,2025-10-10,1,20100,배달재주문
ca05e68f754,2025-10-17,2025-10-17,1,20800,배달재주문
cd7d8b7bfae,2025-11-23,2025-11-23,1,21400,멤버십
c0f53077235,2026-07-05,2026-07-05,1,21700,배달재주문
c46cd56f58f,2026-07-05,2026-07-05,1,20500,POS회원
c7e47a5c652,2025-12-18,2025-12-18,1,20700,배달재주문
cb5c1f41e32,2026-06-11,2026-08-14,8,224600,배달재주문
ced3c43b64c,2025-09-21,2026-01-22,5,137800,배달재주문
c24b693a92e,2026-02-03,2026-02-03,1,28300,멤버십
c5c30e2e97a,2026-05-16,2026-05-23,7,135100,배달재주문
c93ab31f145,2025-10-19,2026-04-01,5,128800,POS회원
ccb2580d305,2025-12-12,2025-12-12,1,20300,예약
c029fd0f824,2026-02-01,2026-02-01,1,27500,멤버십
c3a1a1f6826,2025-12-13,2025-12-26,4,80700,배달재주문
c71946e2a04,2026-07-22,2026-08-31,4,79200,멤버십
ca90ebdcfd3,2026-03-29,2026-03-29,1,24900,예약
ce0890cd14b,2026-07-14,2026-07-14,1,24900,배달재주문
c18035c812b,2026-07-18,2026-07-18,1,20800,예약
c4f7dab84f0,2026-03-02,2026-03-02,1,19500,예약
c86f7faf4dc,2025-12-07,2025-12-07,1,20300,배달재주문
cbe7249b638,2025-12-05,2025-12-05,1,20400,예약
cf5ec980db2,2026-04-10,2026-06-18,5,140500,예약
c2d66e8fc9a,2026-04-01,2026-04-01,1,21200,멤버십
