영업일,결제시각,주문금액,결제수단,메뉴,수량,취소환불액
2026-07-25,19:27,12000,카드,계란말이 추가,2,0
2026-07-25,19:32,26000,카드,보리굴비 정식,1,0
2026-07-25,19:39,26000,카드,보리굴비 정식,1,0
2026-07-25,19:56,17000,카드,소복 정식,1,0
2026-07-25,20:05,18000,카드,동치미 국수,2,0
2026-07-25,20:18,30000,카드,제철 반상,2,0
2026-07-25,20:35,6000,카드,계란말이 추가,1,0
2026-07-25,20:42,15000,카드,제철 반상,1,0
2026-07-26,11:24,21000,간편결제,묵은지 김치찜,1,0
2026-07-26,11:29,26000,카드,보리굴비 정식,1,0
2026-07-26,11:38,15000,간편결제,제철 반상,1,0
2026-07-26,11:54,9000,카드,동치미 국수,1,0
2026-07-26,12:01,12000,카드,계란말이 추가,2,0
2026-07-26,12:05,34000,카드,소복 정식,2,0
2026-07-26,12:32,17000,카드,소복 정식,1,0
2026-07-26,12:46,21000,간편결제,묵은지 김치찜,1,0
2026-07-26,13:11,9000,카드,동치미 국수,1,0
2026-07-26,13:12,13000,카드,들기름 고등어 한상,1,0
2026-07-26,13:22,17000,현금,소복 정식,1,0
2026-07-26,13:56,6000,카드,계란말이 추가,1,0
2026-07-26,17:13,21000,카드,묵은지 김치찜,1,0
2026-07-26,17:26,15000,카드,제철 반상,1,0
2026-07-26,17:30,26000,카드,보리굴비 정식,1,0
2026-07-26,17:34,42000,카드,묵은지 김치찜,2,0
2026-07-26,18:03,6000,간편결제,계란말이 추가,1,0
2026-07-26,18:20,18000,카드,동치미 국수,2,0
2026-07-26,18:39,26000,카드,보리굴비 정식,1,0
2026-07-26,19:09,17000,간편결제,소복 정식,1,0
2026-07-26,19:19,30000,카드,제철 반상,2,0
2026-07-26,19:54,9000,카드,동치미 국수,1,0
2026-07-26,19:58,21000,카드,묵은지 김치찜,1,0
2026-07-26,20:16,26000,카드,들기름 고등어 한상,2,0
2026-07-26,20:55,9000,카드,동치미 국수,1,0
2026-07-26,20:55,9000,현금,동치미 국수,1,0
2026-07-28,11:11,13000,간편결제,들기름 고등어 한상,1,0
2026-07-28,11:24,17000,카드,소복 정식,1,0
2026-07-28,12:00,26000,현금,보리굴비 정식,1,0
2026-07-28,12:04,12000,카드,계란말이 추가,2,0
2026-07-28,12:17,26000,카드,보리굴비 정식,1,0
2026-07-28,12:32,26000,카드,보리굴비 정식,1,0
2026-07-28,13:07,26000,카드,들기름 고등어 한상,2,0
2026-07-28,13:14,15000,카드,제철 반상,1,0
2026-07-28,13:37,13000,간편결제,들기름 고등어 한상,1,0
2026-07-28,13:43,17000,현금,소복 정식,1,0
2026-07-28,13:52,13000,카드,들기름 고등어 한상,1,0
2026-07-28,17:11,13000,카드,들기름 고등어 한상,1,0
2026-07-28,17:21,13000,카드,들기름 고등어 한상,1,0
2026-07-28,18:13,12000,카드,계란말이 추가,2,0
2026-07-28,18:23,17000,간편결제,소복 정식,1,0
2026-07-28,18:26,9000,카드,동치미 국수,1,0
2026-07-28,18:49,21000,간편결제,묵은지 김치찜,1,0
2026-07-28,18:57,9000,카드,동치미 국수,1,0
2026-07-28,18:59,17000,카드,소복 정식,1,0
2026-07-28,19:02,9000,카드,동치미 국수,1,0
2026-07-28,19:14,9000,카드,동치미 국수,1,0
2026-07-28,19:29,15000,카드,제철 반상,1,0
2026-07-28,19:42,30000,카드,제철 반상,2,0
2026-07-28,19:44,17000,간편결제,소복 정식,1,0
2026-07-28,19:46,30000,카드,제철 반상,2,0
2026-07-28,20:04,21000,카드,묵은지 김치찜,1,0
2026-07-28,20:12,13000,카드,들기름 고등어 한상,1,0
2026-07-28,20:17,13000,카드,들기름 고등어 한상,1,0
2026-07-28,20:20,17000,카드,소복 정식,1,0
2026-07-28,20:37,13000,현금,들기름 고등어 한상,1,13000
2026-07-28,20:40,42000,카드,묵은지 김치찜,2,0
2026-07-29,11:01,17000,간편결제,소복 정식,1,0
2026-07-29,11:22,9000,카드,동치미 국수,1,0
2026-07-29,11:28,15000,카드,제철 반상,1,0
2026-07-29,11:31,9000,카드,동치미 국수,1,0
2026-07-29,12:00,6000,카드,계란말이 추가,1,0
2026-07-29,12:12,6000,카드,계란말이 추가,1,0
2026-07-29,12:14,6000,간편결제,계란말이 추가,1,0
2026-07-29,12:17,6000,카드,계란말이 추가,1,0
2026-07-29,12:21,21000,카드,묵은지 김치찜,1,0
2026-07-29,12:21,45000,카드,제철 반상,3,0
2026-07-29,12:22,6000,카드,계란말이 추가,1,0
2026-07-29,12:22,13000,카드,들기름 고등어 한상,1,0
2026-07-29,12:30,15000,카드,제철 반상,1,0
2026-07-29,12:38,15000,카드,제철 반상,1,0
2026-07-29,12:45,17000,현금,소복 정식,1,0
2026-07-29,13:00,13000,카드,들기름 고등어 한상,1,0
2026-07-29,13:26,21000,카드,묵은지 김치찜,1,0
2026-07-29,13:32,17000,간편결제,소복 정식,1,0
2026-07-29,13:48,13000,카드,들기름 고등어 한상,1,0
2026-07-29,17:20,17000,카드,소복 정식,1,0
2026-07-29,17:47,45000,간편결제,제철 반상,3,0
2026-07-29,18:17,13000,카드,들기름 고등어 한상,1,0
2026-07-29,18:17,15000,카드,제철 반상,1,0
2026-07-29,18:26,26000,현금,보리굴비 정식,1,0
2026-07-29,18:32,6000,카드,계란말이 추가,1,0
2026-07-29,18:36,6000,간편결제,계란말이 추가,1,0
2026-07-29,18:40,17000,현금,소복 정식,1,0
2026-07-29,18:42,13000,카드,들기름 고등어 한상,1,0
2026-07-29,19:08,26000,카드,보리굴비 정식,1,0
2026-07-29,19:11,26000,카드,보리굴비 정식,1,0
2026-07-29,19:36,6000,현금,계란말이 추가,1,0
2026-07-29,19:44,6000,현금,계란말이 추가,1,0
2026-07-29,19:48,6000,간편결제,계란말이 추가,1,0
2026-07-29,19:56,9000,카드,동치미 국수,1,0
2026-07-29,20:32,34000,카드,소복 정식,2,0
2026-07-30,11:02,9000,카드,동치미 국수,1,0
2026-07-30,11:19,51000,카드,소복 정식,3,0
2026-07-30,11:27,12000,간편결제,계란말이 추가,2,0
2026-07-30,11:28,27000,카드,동치미 국수,3,0
2026-07-30,11:49,26000,카드,보리굴비 정식,1,0
2026-07-30,12:31,21000,간편결제,묵은지 김치찜,1,0
2026-07-30,12:46,15000,카드,제철 반상,1,0
2026-07-30,13:35,13000,카드,들기름 고등어 한상,1,0
2026-07-30,13:41,6000,카드,계란말이 추가,1,0
2026-07-30,13:43,26000,현금,보리굴비 정식,1,0
2026-07-30,17:00,52000,카드,보리굴비 정식,2,0
2026-07-30,17:07,17000,카드,소복 정식,1,0
2026-07-30,17:11,15000,간편결제,제철 반상,1,0
2026-07-30,17:21,21000,카드,묵은지 김치찜,1,0
2026-07-30,17:50,42000,현금,묵은지 김치찜,2,0
2026-07-30,17:51,6000,카드,계란말이 추가,1,0
2026-07-30,17:52,9000,카드,동치미 국수,1,9000
2026-07-30,18:00,13000,카드,들기름 고등어 한상,1,0
2026-07-30,18:31,26000,카드,들기름 고등어 한상,2,0
2026-07-30,18:57,26000,카드,보리굴비 정식,1,0
2026-07-30,19:13,18000,카드,동치미 국수,2,0
2026-07-30,19:17,52000,간편결제,보리굴비 정식,2,0
2026-07-30,19:24,6000,간편결제,계란말이 추가,1,0
2026-07-30,19:30,42000,카드,묵은지 김치찜,2,0
2026-07-30,19:38,18000,현금,동치미 국수,2,0
2026-07-30,19:39,15000,카드,제철 반상,1,0
2026-07-30,19:42,17000,카드,소복 정식,1,0
2026-07-30,20:03,17000,카드,소복 정식,1,0
2026-07-30,20:14,13000,카드,들기름 고등어 한상,1,0
2026-07-30,20:18,21000,카드,묵은지 김치찜,1,0
2026-07-30,20:18,12000,카드,계란말이 추가,2,0
2026-07-30,20:24,13000,현금,들기름 고등어 한상,1,0
2026-07-31,11:07,17000,카드,소복 정식,1,0
2026-07-31,11:12,9000,카드,동치미 국수,1,0
2026-07-31,11:14,12000,카드,계란말이 추가,2,0
2026-07-31,11:16,9000,카드,동치미 국수,1,0
2026-07-31,11:23,21000,카드,묵은지 김치찜,1,0
2026-07-31,11:32,17000,카드,소복 정식,1,0
2026-07-31,11:39,52000,카드,보리굴비 정식,2,0
2026-07-31,11:46,21000,카드,묵은지 김치찜,1,0
2026-07-31,11:49,18000,카드,동치미 국수,2,0
2026-07-31,11:57,30000,카드,제철 반상,2,0
2026-07-31,12:03,13000,간편결제,들기름 고등어 한상,1,0
2026-07-31,12:06,9000,간편결제,동치미 국수,1,0
2026-07-31,12:17,30000,간편결제,제철 반상,2,0
2026-07-31,12:18,21000,카드,묵은지 김치찜,1,0
2026-07-31,12:39,13000,카드,들기름 고등어 한상,1,0
2026-07-31,13:02,26000,카드,보리굴비 정식,1,0
2026-07-31,13:03,13000,카드,들기름 고등어 한상,1,0
2026-07-31,13:03,51000,카드,소복 정식,3,0
2026-07-31,13:13,17000,카드,소복 정식,1,0
2026-07-31,13:35,6000,카드,계란말이 추가,1,0
2026-07-31,13:36,9000,카드,동치미 국수,1,0
2026-07-31,13:46,9000,카드,동치미 국수,1,0
2026-07-31,13:47,26000,현금,보리굴비 정식,1,0
2026-07-31,17:36,26000,카드,보리굴비 정식,1,0
2026-07-31,17:49,52000,카드,보리굴비 정식,2,0
2026-07-31,17:50,6000,간편결제,계란말이 추가,1,0
2026-07-31,18:08,6000,카드,계란말이 추가,1,0
2026-07-31,18:09,30000,카드,제철 반상,2,0
2026-07-31,18:16,17000,카드,소복 정식,1,0
2026-07-31,18:29,21000,카드,묵은지 김치찜,1,0
2026-07-31,18:34,9000,카드,동치미 국수,1,0
2026-07-31,18:57,9000,현금,동치미 국수,1,0
2026-07-31,18:57,13000,간편결제,들기름 고등어 한상,1,0
2026-07-31,19:02,15000,카드,제철 반상,1,0
2026-07-31,19:33,18000,카드,동치미 국수,2,0
2026-07-31,19:55,21000,카드,묵은지 김치찜,1,0
2026-07-31,19:59,6000,카드,계란말이 추가,1,0
2026-07-31,20:14,15000,간편결제,제철 반상,1,0
2026-07-31,20:16,18000,카드,동치미 국수,2,0
2026-07-31,20:28,15000,간편결제,제철 반상,1,0
2026-07-31,20:34,15000,카드,제철 반상,1,0
2026-07-31,20:48,6000,간편결제,계란말이 추가,1,0
2026-07-31,20:49,9000,카드,동치미 국수,1,0
2026-07-31,20:49,15000,카드,제철 반상,1,0
2026-07-31,20:53,6000,카드,계란말이 추가,1,0
2026-08-01,11:05,13000,간편결제,들기름 고등어 한상,1,0
2026-08-01,11:18,26000,카드,보리굴비 정식,1,0
2026-08-01,11:23,21000,간편결제,묵은지 김치찜,1,0
2026-08-01,11:30,30000,간편결제,제철 반상,2,0
2026-08-01,11:33,17000,카드,소복 정식,1,0
2026-08-01,11:40,12000,카드,계란말이 추가,2,0
2026-08-01,11:47,26000,카드,들기름 고등어 한상,2,0
2026-08-01,12:01,15000,현금,제철 반상,1,0
2026-08-01,12:10,21000,카드,묵은지 김치찜,1,0
2026-08-01,12:24,21000,카드,묵은지 김치찜,1,0
2026-08-01,12:32,6000,간편결제,계란말이 추가,1,0
2026-08-01,13:05,13000,간편결제,들기름 고등어 한상,1,0
2026-08-01,13:10,26000,카드,보리굴비 정식,1,0
2026-08-01,13:12,15000,카드,제철 반상,1,0
2026-08-01,13:23,26000,카드,들기름 고등어 한상,2,0
2026-08-01,13:26,15000,현금,제철 반상,1,0
2026-08-01,13:27,51000,카드,소복 정식,3,0
2026-08-01,13:28,52000,카드,보리굴비 정식,2,0
2026-08-01,13:41,26000,카드,보리굴비 정식,1,0
2026-08-01,13:42,15000,현금,제철 반상,1,0
2026-08-01,13:54,17000,카드,소복 정식,1,0
2026-08-01,17:06,9000,간편결제,동치미 국수,1,0
2026-08-01,17:19,13000,카드,들기름 고등어 한상,1,0
2026-08-01,17:22,18000,간편결제,동치미 국수,2,0
2026-08-01,17:22,9000,카드,동치미 국수,1,0
2026-08-01,17:27,9000,카드,동치미 국수,1,0
2026-08-01,17:27,18000,카드,동치미 국수,2,0
2026-08-01,17:30,26000,카드,보리굴비 정식,1,0
2026-08-01,17:41,6000,카드,계란말이 추가,1,6000
2026-08-01,18:06,18000,카드,동치미 국수,2,0
2026-08-01,18:07,9000,카드,동치미 국수,1,0
2026-08-01,18:08,17000,현금,소복 정식,1,0
2026-08-01,18:13,9000,간편결제,동치미 국수,1,0
2026-08-01,18:28,6000,카드,계란말이 추가,1,0
2026-08-01,18:42,21000,카드,묵은지 김치찜,1,0
2026-08-01,18:53,13000,카드,들기름 고등어 한상,1,0
2026-08-01,18:54,17000,카드,소복 정식,1,0
2026-08-01,19:11,13000,현금,들기름 고등어 한상,1,0
2026-08-01,19:14,17000,현금,소복 정식,1,0
2026-08-01,19:36,13000,간편결제,들기름 고등어 한상,1,0
2026-08-01,20:07,13000,간편결제,들기름 고등어 한상,1,0
2026-08-01,20:26,42000,카드,묵은지 김치찜,2,0
2026-08-01,20:53,21000,카드,묵은지 김치찜,1,0
2026-08-02,11:14,13000,현금,들기름 고등어 한상,1,0
2026-08-02,11:17,18000,카드,동치미 국수,2,0
2026-08-02,11:23,26000,카드,보리굴비 정식,1,0
2026-08-02,11:41,15000,카드,제철 반상,1,0
2026-08-02,12:16,13000,간편결제,들기름 고등어 한상,1,0
2026-08-02,12:32,34000,카드,소복 정식,2,0
2026-08-02,12:41,17000,현금,소복 정식,1,0
2026-08-02,13:01,26000,카드,보리굴비 정식,1,26000
2026-08-02,13:04,26000,현금,보리굴비 정식,1,0
2026-08-02,13:08,42000,카드,묵은지 김치찜,2,0
2026-08-02,13:16,26000,간편결제,들기름 고등어 한상,2,26000
2026-08-02,13:22,26000,카드,보리굴비 정식,1,0
2026-08-02,13:37,13000,카드,들기름 고등어 한상,1,0
2026-08-02,13:44,12000,카드,계란말이 추가,2,0
2026-08-02,17:30,6000,카드,계란말이 추가,1,0
2026-08-02,17:33,26000,카드,보리굴비 정식,1,0
2026-08-02,17:44,63000,카드,묵은지 김치찜,3,0
2026-08-02,18:26,42000,카드,묵은지 김치찜,2,0
2026-08-02,18:38,6000,카드,계란말이 추가,1,0
2026-08-02,18:50,6000,카드,계란말이 추가,1,0
2026-08-02,19:07,34000,카드,소복 정식,2,0
2026-08-02,19:39,13000,카드,들기름 고등어 한상,1,0
2026-08-02,20:04,9000,카드,동치미 국수,1,0
2026-08-02,20:14,13000,카드,들기름 고등어 한상,1,0
2026-08-02,20:51,26000,카드,들기름 고등어 한상,2,0
2026-08-02,20:55,30000,카드,제철 반상,2,0
2026-08-02,20:58,26000,카드,보리굴비 정식,1,0
2026-08-03,11:46,26000,간편결제,보리굴비 정식,1,0
2026-08-03,11:56,30000,간편결제,제철 반상,2,0
2026-08-03,12:10,9000,카드,동치미 국수,1,0
2026-08-03,12:42,17000,카드,소복 정식,1,0
2026-08-03,12:46,6000,카드,계란말이 추가,1,0
2026-08-03,13:15,17000,카드,소복 정식,1,0
2026-08-03,13:18,15000,간편결제,제철 반상,1,0
2026-08-03,13:21,6000,간편결제,계란말이 추가,1,0
2026-08-03,13:22,26000,카드,보리굴비 정식,1,0
2026-08-03,13:28,26000,간편결제,보리굴비 정식,1,0
2026-08-03,13:31,17000,카드,소복 정식,1,0
2026-08-03,13:38,21000,간편결제,묵은지 김치찜,1,0
2026-08-03,13:49,13000,카드,들기름 고등어 한상,1,0
2026-08-03,13:50,52000,카드,보리굴비 정식,2,0
2026-08-03,13:57,21000,카드,묵은지 김치찜,1,0
2026-08-03,17:12,30000,카드,제철 반상,2,0
2026-08-03,17:27,21000,카드,묵은지 김치찜,1,0
2026-08-03,17:36,15000,카드,제철 반상,1,0
2026-08-03,17:51,13000,카드,들기름 고등어 한상,1,0
2026-08-03,17:54,21000,간편결제,묵은지 김치찜,1,21000
2026-08-03,17:58,18000,카드,계란말이 추가,3,0
2026-08-03,18:08,42000,카드,묵은지 김치찜,2,0
2026-08-03,19:04,6000,카드,계란말이 추가,1,0
2026-08-03,19:07,15000,현금,제철 반상,1,0
2026-08-03,19:10,17000,카드,소복 정식,1,0
2026-08-03,20:08,13000,카드,들기름 고등어 한상,1,0
2026-08-03,20:14,17000,카드,소복 정식,1,0
2026-08-03,20:23,21000,카드,묵은지 김치찜,1,0
2026-08-03,20:26,30000,카드,제철 반상,2,0
2026-08-03,20:40,6000,간편결제,계란말이 추가,1,0
2026-08-03,20:41,17000,카드,소복 정식,1,0
2026-08-03,20:57,12000,간편결제,계란말이 추가,2,0
2026-08-04,11:07,17000,카드,소복 정식,1,0
2026-08-04,11:09,26000,카드,보리굴비 정식,1,0
2026-08-04,11:15,6000,카드,계란말이 추가,1,0
2026-08-04,11:20,30000,현금,제철 반상,2,0
2026-08-04,11:42,9000,카드,동치미 국수,1,0
2026-08-04,12:14,9000,카드,동치미 국수,1,0
2026-08-04,12:21,21000,간편결제,묵은지 김치찜,1,0
2026-08-04,12:47,13000,카드,들기름 고등어 한상,1,0
2026-08-04,12:52,6000,카드,계란말이 추가,1,0
2026-08-04,12:56,30000,카드,제철 반상,2,0
2026-08-04,12:57,9000,카드,동치미 국수,1,0
2026-08-04,13:09,9000,카드,동치미 국수,1,9000
2026-08-04,13:41,17000,간편결제,소복 정식,1,0
2026-08-04,13:43,13000,카드,들기름 고등어 한상,1,0
2026-08-04,13:45,17000,카드,소복 정식,1,0
2026-08-04,13:49,13000,카드,들기름 고등어 한상,1,0
2026-08-04,18:15,18000,카드,동치미 국수,2,0
2026-08-04,18:24,78000,간편결제,보리굴비 정식,3,0
2026-08-04,18:27,9000,간편결제,동치미 국수,1,0
2026-08-04,18:38,21000,카드,묵은지 김치찜,1,0
2026-08-04,18:50,6000,간편결제,계란말이 추가,1,0
2026-08-04,19:03,42000,현금,묵은지 김치찜,2,0
2026-08-04,19:15,6000,간편결제,계란말이 추가,1,0
2026-08-04,19:22,17000,간편결제,소복 정식,1,0
2026-08-04,19:33,42000,카드,묵은지 김치찜,2,0
2026-08-04,19:39,26000,간편결제,보리굴비 정식,1,0
2026-08-04,20:11,13000,간편결제,들기름 고등어 한상,1,0
2026-08-04,20:23,9000,간편결제,동치미 국수,1,0
2026-08-04,20:41,78000,카드,보리굴비 정식,3,0
2026-08-04,20:44,34000,간편결제,소복 정식,2,0
2026-08-04,20:52,17000,카드,소복 정식,1,0
2026-08-05,11:05,15000,카드,제철 반상,1,0
2026-08-05,11:08,21000,카드,묵은지 김치찜,1,0
2026-08-05,11:24,13000,카드,들기름 고등어 한상,1,0
2026-08-05,11:26,15000,카드,제철 반상,1,0
2026-08-05,11:37,26000,카드,보리굴비 정식,1,0
2026-08-05,11:54,63000,카드,묵은지 김치찜,3,0
2026-08-05,11:55,52000,카드,보리굴비 정식,2,0
2026-08-05,12:09,6000,현금,계란말이 추가,1,0
2026-08-05,12:10,15000,카드,제철 반상,1,0
2026-08-05,12:17,26000,카드,보리굴비 정식,1,0
2026-08-05,12:20,17000,카드,소복 정식,1,0
2026-08-05,12:23,13000,카드,들기름 고등어 한상,1,0
2026-08-05,12:38,26000,카드,보리굴비 정식,1,0
2026-08-05,12:54,17000,카드,소복 정식,1,0
2026-08-05,13:04,6000,카드,계란말이 추가,1,0
2026-08-05,13:05,6000,카드,계란말이 추가,1,0
2026-08-05,13:14,52000,간편결제,보리굴비 정식,2,0
2026-08-05,13:26,15000,카드,제철 반상,1,0
2026-08-05,13:59,26000,카드,보리굴비 정식,1,0
2026-08-05,17:14,34000,카드,소복 정식,2,0
2026-08-05,17:50,26000,카드,보리굴비 정식,1,0
2026-08-05,17:53,17000,카드,소복 정식,1,0
2026-08-05,18:50,13000,간편결제,들기름 고등어 한상,1,0
2026-08-05,19:04,9000,카드,동치미 국수,1,0
2026-08-05,19:33,26000,카드,보리굴비 정식,1,0
2026-08-05,19:41,13000,카드,들기름 고등어 한상,1,0
2026-08-05,20:09,18000,카드,동치미 국수,2,0
2026-08-05,20:12,15000,카드,제철 반상,1,0
2026-08-05,20:21,30000,카드,제철 반상,2,0
2026-08-05,20:28,6000,카드,계란말이 추가,1,0
2026-08-05,20:51,6000,카드,계란말이 추가,1,0
2026-08-05,20:58,6000,간편결제,계란말이 추가,1,0
2026-08-06,11:37,17000,카드,소복 정식,1,0
2026-08-06,11:42,15000,현금,제철 반상,1,0
2026-08-06,11:42,34000,카드,소복 정식,2,0
2026-08-06,11:47,78000,카드,보리굴비 정식,3,0
2026-08-06,12:14,42000,카드,묵은지 김치찜,2,0
2026-08-06,12:14,21000,카드,묵은지 김치찜,1,0
2026-08-06,12:15,15000,카드,제철 반상,1,0
2026-08-06,12:17,26000,카드,보리굴비 정식,1,0
2026-08-06,12:28,15000,카드,제철 반상,1,0
2026-08-06,12:38,9000,간편결제,동치미 국수,1,0
2026-08-06,13:29,15000,카드,제철 반상,1,0
2026-08-06,13:33,17000,카드,소복 정식,1,0
2026-08-06,13:34,6000,현금,계란말이 추가,1,0
2026-08-06,13:52,26000,카드,보리굴비 정식,1,0
2026-08-06,13:54,13000,카드,들기름 고등어 한상,1,13000
2026-08-06,13:57,17000,간편결제,소복 정식,1,0
2026-08-06,17:04,17000,카드,소복 정식,1,0
2026-08-06,17:12,26000,현금,보리굴비 정식,1,0
2026-08-06,17:16,21000,카드,묵은지 김치찜,1,0
2026-08-06,17:40,26000,카드,보리굴비 정식,1,0
2026-08-06,17:58,26000,간편결제,들기름 고등어 한상,2,0
2026-08-06,18:13,42000,현금,묵은지 김치찜,2,0
2026-08-06,18:25,63000,카드,묵은지 김치찜,3,0
2026-08-06,18:45,17000,카드,소복 정식,1,0
2026-08-06,18:47,13000,카드,들기름 고등어 한상,1,0
2026-08-06,19:08,15000,카드,제철 반상,1,0
2026-08-06,19:14,17000,카드,소복 정식,1,0
2026-08-06,20:04,15000,카드,제철 반상,1,0
2026-08-06,20:09,52000,카드,보리굴비 정식,2,0
2026-08-06,20:37,51000,카드,소복 정식,3,0
2026-08-06,20:43,15000,카드,제철 반상,1,0
2026-08-07,11:07,52000,간편결제,보리굴비 정식,2,0
2026-08-07,11:28,9000,카드,동치미 국수,1,0
2026-08-07,11:29,6000,현금,계란말이 추가,1,0
2026-08-07,11:33,6000,카드,계란말이 추가,1,0
2026-08-07,11:45,9000,카드,동치미 국수,1,0
2026-08-07,12:10,15000,카드,제철 반상,1,0
2026-08-07,12:15,6000,카드,계란말이 추가,1,0
2026-08-07,12:21,13000,카드,들기름 고등어 한상,1,0
2026-08-07,12:25,15000,카드,제철 반상,1,0
2026-08-07,12:29,26000,카드,보리굴비 정식,1,0
2026-08-07,12:45,9000,카드,동치미 국수,1,0
2026-08-07,13:03,17000,간편결제,소복 정식,1,0
2026-08-07,13:32,45000,카드,제철 반상,3,0
2026-08-07,13:50,15000,카드,제철 반상,1,0
2026-08-07,13:53,6000,카드,계란말이 추가,1,0
2026-08-07,17:06,15000,카드,제철 반상,1,0
2026-08-07,17:25,39000,카드,들기름 고등어 한상,3,0
2026-08-07,17:25,9000,카드,동치미 국수,1,0
2026-08-07,17:33,21000,간편결제,묵은지 김치찜,1,0
2026-08-07,17:39,17000,카드,소복 정식,1,0
2026-08-07,17:45,26000,카드,보리굴비 정식,1,0
2026-08-07,17:51,42000,카드,묵은지 김치찜,2,0
2026-08-07,17:57,26000,카드,보리굴비 정식,1,0
2026-08-07,17:58,21000,카드,묵은지 김치찜,1,0
2026-08-07,18:05,12000,카드,계란말이 추가,2,0
2026-08-07,18:07,15000,카드,제철 반상,1,0
2026-08-07,18:09,17000,카드,소복 정식,1,0
2026-08-07,18:17,18000,카드,동치미 국수,2,0
2026-08-07,18:22,30000,간편결제,제철 반상,2,0
2026-08-07,18:30,21000,카드,묵은지 김치찜,1,0
2026-08-07,18:43,18000,카드,동치미 국수,2,0
2026-08-07,18:51,42000,간편결제,묵은지 김치찜,2,0
2026-08-07,19:04,6000,카드,계란말이 추가,1,0
2026-08-07,19:10,17000,카드,소복 정식,1,0
2026-08-07,19:29,13000,카드,들기름 고등어 한상,1,0
2026-08-07,19:32,6000,카드,계란말이 추가,1,0
2026-08-07,19:53,12000,카드,계란말이 추가,2,0
2026-08-07,19:54,26000,카드,보리굴비 정식,1,0
2026-08-07,20:05,9000,카드,동치미 국수,1,0
2026-08-07,20:12,9000,카드,동치미 국수,1,0
2026-08-07,20:34,15000,카드,제철 반상,1,0
2026-08-07,20:41,6000,카드,계란말이 추가,1,6000
2026-08-07,20:43,26000,카드,보리굴비 정식,1,0
2026-08-07,20:48,17000,카드,소복 정식,1,0
2026-08-07,20:50,9000,카드,동치미 국수,1,0
2026-08-08,11:35,26000,카드,들기름 고등어 한상,2,0
2026-08-08,11:54,9000,간편결제,동치미 국수,1,0
2026-08-08,12:12,52000,카드,보리굴비 정식,2,0
2026-08-08,12:26,6000,카드,계란말이 추가,1,0
2026-08-08,12:27,17000,카드,소복 정식,1,0
2026-08-08,12:34,30000,카드,제철 반상,2,0
2026-08-08,12:47,17000,카드,소복 정식,1,0
2026-08-08,13:12,42000,카드,묵은지 김치찜,2,0
2026-08-08,13:26,15000,카드,제철 반상,1,0
2026-08-08,13:27,30000,현금,제철 반상,2,0
2026-08-08,13:29,6000,카드,계란말이 추가,1,0
2026-08-08,13:44,21000,카드,묵은지 김치찜,1,0
2026-08-08,13:50,9000,카드,동치미 국수,1,0
2026-08-08,13:58,30000,간편결제,제철 반상,2,0
2026-08-08,17:34,63000,카드,묵은지 김치찜,3,0
2026-08-08,17:44,26000,카드,들기름 고등어 한상,2,0
2026-08-08,18:27,21000,카드,묵은지 김치찜,1,0
2026-08-08,18:46,26000,카드,보리굴비 정식,1,0
2026-08-08,18:47,26000,카드,보리굴비 정식,1,0
2026-08-08,19:03,9000,카드,동치미 국수,1,0
2026-08-08,19:14,9000,카드,동치미 국수,1,9000
2026-08-08,19:14,15000,카드,제철 반상,1,0
2026-08-08,19:30,6000,간편결제,계란말이 추가,1,0
2026-08-08,19:30,21000,카드,묵은지 김치찜,1,0
2026-08-08,19:35,17000,간편결제,소복 정식,1,0
2026-08-08,19:38,15000,카드,제철 반상,1,0
2026-08-08,19:39,9000,카드,동치미 국수,1,0
2026-08-08,19:42,17000,간편결제,소복 정식,1,0
2026-08-08,19:43,17000,간편결제,소복 정식,1,0
2026-08-08,19:47,13000,현금,들기름 고등어 한상,1,0
2026-08-08,19:47,42000,카드,묵은지 김치찜,2,0
2026-08-08,19:59,15000,카드,제철 반상,1,0
2026-08-08,20:12,30000,카드,제철 반상,2,0
2026-08-08,20:19,26000,카드,들기름 고등어 한상,2,0
2026-08-08,20:19,9000,카드,동치미 국수,1,0
2026-08-08,20:25,21000,카드,묵은지 김치찜,1,0
2026-08-08,20:39,17000,카드,소복 정식,1,0
2026-08-08,20:43,17000,카드,소복 정식,1,0
2026-08-08,20:46,30000,카드,제철 반상,2,0
2026-08-08,20:49,13000,카드,들기름 고등어 한상,1,0
2026-08-08,20:59,9000,카드,동치미 국수,1,0
2026-08-09,11:04,13000,카드,들기름 고등어 한상,1,0
2026-08-09,11:11,18000,카드,계란말이 추가,3,0
2026-08-09,11:13,17000,간편결제,소복 정식,1,0
2026-08-09,11:13,42000,카드,묵은지 김치찜,2,0
2026-08-09,11:19,9000,카드,동치미 국수,1,9000
2026-08-09,11:53,12000,카드,계란말이 추가,2,0
2026-08-09,12:03,13000,카드,들기름 고등어 한상,1,0
2026-08-09,12:17,6000,간편결제,계란말이 추가,1,0
2026-08-09,12:18,52000,간편결제,보리굴비 정식,2,0
2026-08-09,12:18,21000,카드,묵은지 김치찜,1,0
2026-08-09,12:45,6000,카드,계란말이 추가,1,0
2026-08-09,12:54,42000,현금,묵은지 김치찜,2,0
2026-08-09,12:58,78000,카드,보리굴비 정식,3,0
2026-08-09,13:16,6000,현금,계란말이 추가,1,0
2026-08-09,13:51,9000,카드,동치미 국수,1,0
